"Anatomical Strucures, Cell Types and Biomarkers Table for brain v1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,07/15/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,AS/7,AS/7/LABEL,AS/7/ID,AS/8,AS/8/LABEL,AS/8/ID,AS/9,AS/9/LABEL,AS/9/ID,AS/10,AS/10/LABEL,AS/10/ID
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,spinocerebellum,spinocerebellum,UBERON:0014643,cerebellum intermediate zone,cerebellum intermediate zone,UBERON:0004006,paravermis parts of the cerebellar cortex,paravermis parts of the cerebellar cortex,UBERON:0025677,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,cerebellar cortex,cerebellar cortex,UBERON:0002129,cerebellar layer,cerebellar layer,UBERON:0004130,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,cerebral subcortex,cerebral subcortex,UBERON:0000454,collection of basal ganglia,collection of basal ganglia,UBERON:0010011,basal ganglion,basal ganglion,UBERON:0002420,corpus striatum,corpus striatum,UBERON:0000369,striatum,striatum,UBERON:0002435,chemoarchitectural part of neostriatum,chemoarchitectural part of neostriatum,UBERON:0025736,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,cerebellum marginal layer,cerebellum marginal layer,UBERON:0034708,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,hindbrain marginal layer,hindbrain marginal layer,UBERON:0034709,,,,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,cerebral subcortex,cerebral subcortex,UBERON:0000454,collection of basal ganglia,collection of basal ganglia,UBERON:0010011,basal ganglion,basal ganglion,UBERON:0002420,corpus striatum,corpus striatum,UBERON:0000369,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,vestibulocerebellum,vestibulocerebellum,UBERON:0014642,flocculonodular lobe,flocculonodular lobe,UBERON:0003012,flocculus,flocculus,UBERON:0001063,paravermic lobule X,paravermic lobule X,UBERON:0036043,,,,,,,,,
brain,brain,UBERON:0000955,brain marginal zone,brain marginal zone,UBERON:0010403,,,,,,,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,brain gray matter,brain gray matter,UBERON:0003528,,,,,,,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,tract of brain,tract of brain,UBERON:0007702,,,,,,,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,fourth ventricle,fourth ventricle,UBERON:0002422,choroid plexus of fourth ventricle,choroid plexus of fourth ventricle,UBERON:0002290,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,fourth ventricle,fourth ventricle,UBERON:0002422,tela choroidea of fourth ventricle,tela choroidea of fourth ventricle,UBERON:0005287,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,calcified structure of brain,calcified structure of brain,UBERON:0017631,,,,,,,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,venous system of brain,venous system of brain,UBERON:0013146,,,,,,,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,obsolete arthropod optic lobe,obsolete arthropod optic lobe,UBERON:0006795,,,,,,,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,,,,,,,,,,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,cephalopod optic lobe,cephalopod optic lobe,UBERON:0006796,,,,,,,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,gray matter of hindbrain,gray matter of hindbrain,UBERON:0019263,,,,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,future metencephalon,future metencephalon,UBERON:0010092,rhombic lip,rhombic lip,UBERON:0006215,lower rhombic lip,lower rhombic lip,UBERON:0009840,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,ventricular system of brain,ventricular system of brain,UBERON:0005282,brain ventricle,brain ventricle,UBERON:0004086,choroid plexus,choroid plexus,UBERON:0001886,choroid plexus vascular circuit,choroid plexus vascular circuit,UBERON:2005219,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,future metencephalon,future metencephalon,UBERON:0010092,rhombic lip,rhombic lip,UBERON:0006215,upper rhombic lip,upper rhombic lip,UBERON:0009841,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,cerebellum vasculature,cerebellum vasculature,UBERON:0006694,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,cerebellum fissure,cerebellum fissure,UBERON:0003980,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,cerebral subcortex,cerebral subcortex,UBERON:0000454,collection of basal ganglia,collection of basal ganglia,UBERON:0010011,,,,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,cerebral subcortex,cerebral subcortex,UBERON:0000454,collection of basal ganglia,collection of basal ganglia,UBERON:0010011,basal ganglion,basal ganglion,UBERON:0002420,corpus striatum,corpus striatum,UBERON:0000369,caudate nucleus,caudate nucleus,UBERON:0001873,striosomal part of caudate nucleus,striosomal part of caudate nucleus,UBERON:0029004,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,valvula cerebelli,valvula cerebelli,UBERON:2000603,mossy fiber,mossy fiber,UBERON:2002210,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,vestibulocerebellum,vestibulocerebellum,UBERON:0014642,flocculonodular lobe,flocculonodular lobe,UBERON:0003012,hemispheric part of the flocculonodular lobe of the cerebellum,hemispheric part of the flocculonodular lobe of the cerebellum,UBERON:0027331,,,,,,,,,,,,
brain,brain,UBERON:0000955,cerebral subcortex,cerebral subcortex,UBERON:0000454,collection of basal ganglia,collection of basal ganglia,UBERON:0010011,basal ganglion,basal ganglion,UBERON:0002420,corpus striatum,corpus striatum,UBERON:0000369,striatum,striatum,UBERON:0002435,dorsal striatum,dorsal striatum,UBERON:0005382,caudate-putamen,caudate-putamen,UBERON:0005383,putamen,putamen,UBERON:0001874,striosomal part of putamen,striosomal part of putamen,UBERON:0029005
brain,brain,UBERON:0000955,cerebral subcortex,cerebral subcortex,UBERON:0000454,collection of basal ganglia,collection of basal ganglia,UBERON:0010011,basal ganglion,basal ganglion,UBERON:0002420,corpus striatum,corpus striatum,UBERON:0000369,striatum,striatum,UBERON:0002435,ventral striatum,ventral striatum,UBERON:0005403,fundus striati,fundus striati,UBERON:0014605,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,superior medullary velum,superior medullary velum,UBERON:0002659,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,vestibulocerebellum,vestibulocerebellum,UBERON:0014642,flocculonodular lobe,flocculonodular lobe,UBERON:0003012,paraflocculus,paraflocculus,UBERON:0005351,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,cerebellar plate,cerebellar plate,UBERON:0004008,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,ventricular system of brain,ventricular system of brain,UBERON:0005282,brain ventricle,brain ventricle,UBERON:0004086,brain ependyma,brain ependyma,UBERON:0005357,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,corpus cerebelli,corpus cerebelli,UBERON:2000188,granular layer corpus cerebelli,granular layer corpus cerebelli,UBERON:2000358,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,cerebral subcortex,cerebral subcortex,UBERON:0000454,collection of basal ganglia,collection of basal ganglia,UBERON:0010011,basal ganglion,basal ganglion,UBERON:0002420,corpus striatum,corpus striatum,UBERON:0000369,striatum,striatum,UBERON:0002435,ventral striatum,ventral striatum,UBERON:0005403,nucleus accumbens,nucleus accumbens,UBERON:0001882,core of nucleus accumbens,core of nucleus accumbens,UBERON:0012170,,,
brain,brain,UBERON:0000955,cerebral subcortex,cerebral subcortex,UBERON:0000454,collection of basal ganglia,collection of basal ganglia,UBERON:0010011,basal ganglion,basal ganglion,UBERON:0002420,corpus striatum,corpus striatum,UBERON:0000369,caudate nucleus,caudate nucleus,UBERON:0001873,,,,,,,,,,,,
brain,brain,UBERON:0000955,cerebral subcortex,cerebral subcortex,UBERON:0000454,collection of basal ganglia,collection of basal ganglia,UBERON:0010011,basal ganglion,basal ganglion,UBERON:0002420,corpus striatum,corpus striatum,UBERON:0000369,striatum,striatum,UBERON:0002435,ventral striatum,ventral striatum,UBERON:0005403,nucleus accumbens,nucleus accumbens,UBERON:0001882,shell of nucleus accumbens,shell of nucleus accumbens,UBERON:0012171,,,
brain,brain,UBERON:0000955,cerebral subcortex,cerebral subcortex,UBERON:0000454,collection of basal ganglia,collection of basal ganglia,UBERON:0010011,basal ganglion,basal ganglion,UBERON:0002420,substantia nigra,substantia nigra,UBERON:0002038,substantia nigra pars reticulata,substantia nigra pars reticulata,UBERON:0001966,,,,,,,,,,,,
brain,brain,UBERON:0000955,cerebral subcortex,cerebral subcortex,UBERON:0000454,collection of basal ganglia,collection of basal ganglia,UBERON:0010011,basal ganglion,basal ganglion,UBERON:0002420,substantia nigra,substantia nigra,UBERON:0002038,substantia nigra pars compacta,substantia nigra pars compacta,UBERON:0001965,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,corpus cerebelli,corpus cerebelli,UBERON:2000188,molecular layer corpus cerebelli,molecular layer corpus cerebelli,UBERON:2000394,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,spinocerebellum,spinocerebellum,UBERON:0014643,cerebellum intermediate zone,cerebellum intermediate zone,UBERON:0004006,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,vestibulocerebellum,vestibulocerebellum,UBERON:0014642,flocculonodular lobe,flocculonodular lobe,UBERON:0003012,flocculus,flocculus,UBERON:0001063,,,,,,,,,,,,
brain,brain,UBERON:0000955,cerebral subcortex,cerebral subcortex,UBERON:0000454,collection of basal ganglia,collection of basal ganglia,UBERON:0010011,basal ganglion,basal ganglion,UBERON:0002420,corpus striatum,corpus striatum,UBERON:0000369,striatum,striatum,UBERON:0002435,lateral septal complex,lateral septal complex,UBERON:0007628,,,,,,,,,
brain,brain,UBERON:0000955,ventricular system of brain,ventricular system of brain,UBERON:0005282,brain ventricle,brain ventricle,UBERON:0004086,choroid plexus,choroid plexus,UBERON:0001886,choroid plexus stroma,choroid plexus stroma,UBERON:0005206,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,vestibulocerebellum,vestibulocerebellum,UBERON:0014642,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,spinocerebellum,spinocerebellum,UBERON:0014643,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,white matter lamina of cerebellum,white matter lamina of cerebellum,UBERON:0014540,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,cerebral subcortex,cerebral subcortex,UBERON:0000454,,,,,,,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,brain white matter,brain white matter,UBERON:0003544,cingulum of brain,cingulum of brain,UBERON:0003961,,,,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,fourth ventricle,fourth ventricle,UBERON:0002422,area postrema,area postrema,UBERON:0002162,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,,,,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,vestibulocerebellum,vestibulocerebellum,UBERON:0014642,flocculonodular lobe,flocculonodular lobe,UBERON:0003012,cerebellum hemispheric lobule X,cerebellum hemispheric lobule X,UBERON:0024009,,,,,,,,,,,,
brain,brain,UBERON:0000955,cerebral subcortex,cerebral subcortex,UBERON:0000454,collection of basal ganglia,collection of basal ganglia,UBERON:0010011,basal ganglion,basal ganglion,UBERON:0002420,corpus striatum,corpus striatum,UBERON:0000369,striatum,striatum,UBERON:0002435,dorsal striatum,dorsal striatum,UBERON:0005382,caudate-putamen,caudate-putamen,UBERON:0005383,putamen,putamen,UBERON:0001874,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,vestibulolateralis lobe,vestibulolateralis lobe,UBERON:2000307,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,cerebral subcortex,cerebral subcortex,UBERON:0000454,collection of basal ganglia,collection of basal ganglia,UBERON:0010011,basal ganglion,basal ganglion,UBERON:0002420,globus pallidus,globus pallidus,UBERON:0001875,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,spinocerebellum,spinocerebellum,UBERON:0014643,cerebellum intermediate zone,cerebellum intermediate zone,UBERON:0004006,paravermis parts of the cerebellar cortex,paravermis parts of the cerebellar cortex,UBERON:0025677,regional Parts of the Paravermal Lobules,regional Parts of the Paravermal Lobules,UBERON:0027285,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,cerebellar cortex,cerebellar cortex,UBERON:0002129,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,vasculature of brain,vasculature of brain,UBERON:0008998,brain blood vessel,brain blood vessel,UBERON:0003499,,,,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,cerebral subcortex,cerebral subcortex,UBERON:0000454,collection of basal ganglia,collection of basal ganglia,UBERON:0010011,basal ganglion,basal ganglion,UBERON:0002420,globus pallidus,globus pallidus,UBERON:0001875,dorsal pallidum,dorsal pallidum,UBERON:0006516,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,future metencephalon,future metencephalon,UBERON:0010092,rhombic lip,rhombic lip,UBERON:0006215,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,cerebral subcortex,cerebral subcortex,UBERON:0000454,collection of basal ganglia,collection of basal ganglia,UBERON:0010011,basal ganglion,basal ganglion,UBERON:0002420,pallidum,pallidum,UBERON:0006514,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,cerebellar cortex,cerebellar cortex,UBERON:0002129,white matter of the cerebellar cortex,white matter of the cerebellar cortex,UBERON:0024045,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,cerebral subcortex,cerebral subcortex,UBERON:0000454,collection of basal ganglia,collection of basal ganglia,UBERON:0010011,basal ganglion,basal ganglion,UBERON:0002420,corpus striatum,corpus striatum,UBERON:0000369,striatum,striatum,UBERON:0002435,lateral septal complex,lateral septal complex,UBERON:0007628,lateral septal nucleus,lateral septal nucleus,UBERON:0002667,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,superficial feature part of the cerebellum,superficial feature part of the cerebellum,UBERON:0024046,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,future hindbrain meninges,future hindbrain meninges,UBERON:0010091,,,,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,future metencephalon,future metencephalon,UBERON:0010092,,,,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,cerebral subcortex,cerebral subcortex,UBERON:0000454,collection of basal ganglia,collection of basal ganglia,UBERON:0010011,basal ganglion,basal ganglion,UBERON:0002420,corpus striatum,corpus striatum,UBERON:0000369,caudate nucleus,caudate nucleus,UBERON:0001873,tail of caudate nucleus,tail of caudate nucleus,UBERON:0002628,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,future myelencephalon,future myelencephalon,UBERON:0010096,,,,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,corpus cerebelli,corpus cerebelli,UBERON:2000188,molecular layer corpus cerebelli,molecular layer corpus cerebelli,UBERON:2000394,parallel fiber,parallel fiber,UBERON:2002218,,,,,,,,,,,,
brain,brain,UBERON:0000955,cerebral subcortex,cerebral subcortex,UBERON:0000454,collection of basal ganglia,collection of basal ganglia,UBERON:0010011,basal ganglion,basal ganglion,UBERON:0002420,corpus striatum,corpus striatum,UBERON:0000369,caudate nucleus,caudate nucleus,UBERON:0001873,head of caudate nucleus,head of caudate nucleus,UBERON:0002626,,,,,,,,,
brain,brain,UBERON:0000955,sulcus of brain,sulcus of brain,UBERON:0013118,,,,,,,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,corpus cerebelli,corpus cerebelli,UBERON:2000188,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,cerebral blood vessel,cerebral blood vessel,UBERON:0016565,,,,,,,,,,,,,,,,,,
brain,brain,UBERON:0000955,hindbrain,hindbrain,UBERON:0002028,cerebellum,cerebellum,UBERON:0002037,valvula cerebelli,valvula cerebelli,UBERON:2000603,lateral division,lateral division,UBERON:2000532,,,,,,,,,,,,,,,
